#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
    1833.000    -871.4647079    675.1790899    199.3465375    366.1385640
    1834.000    -872.1399413    675.2878146    199.3467563    366.3379106
    1835.000    -872.8152835    675.3964801    199.3469746    366.5372575
    1836.000    -873.4907343    675.5050865    199.3471926    366.7366046
    1837.000    -874.1662936    675.6136339    199.3474103    366.9359519
    1838.000    -874.8419615    675.7221224    199.3476276    367.1352994
    1839.000    -875.5177379    675.8305519    199.3478445    367.3346471
    1840.000    -876.1936226    675.9389226    199.3480611    367.5339951
    1841.000    -876.8696157    676.0472346    199.3482773    367.7333432
    1842.000    -877.5457170    676.1554879    199.3484932    367.9326916
    1843.000    -878.2219266    676.2636825    199.3487088    368.1320402
    1844.000    -878.8982444    676.3718186    199.3489240    368.3313890
    1845.000    -879.5746703    676.4798961    199.3491388    368.5307381
    1846.000    -880.2512042    676.5879152    199.3493533    368.7300873
    1847.000    -880.9278461    676.6958759    199.3495674    368.9294368
    1848.000    -881.6045959    676.8037783    199.3497812    369.1287865
    1849.000    -882.2814536    676.9116225    199.3499946    369.3281363
    1850.000    -882.9584191    677.0194084    199.3502077    369.5274864
    1851.000    -883.6354924    677.1271362    199.3504205    369.7268368
    1852.000    -884.3126734    677.2348060    199.3506329    369.9261873
    1853.000    -884.9899620    677.3424177    199.3508450    370.1255380
    1854.000    -885.6673582    677.4499715    199.3510567    370.3248890
    1855.000    -886.3448619    677.5574674    199.3512681    370.5242401
    1856.000    -887.0224731    677.6649055    199.3514791    370.7235915
    1857.000    -887.7001917    677.7722858    199.3516898    370.9229431
    1858.000    -888.3780177    677.8796085    199.3519002    371.1222949
    1859.000    -889.0559509    677.9868735    199.3521102    371.3216469
    1860.000    -889.7339914    678.0940809    199.3523199    371.5209991
    1861.000    -890.4121391    678.2012308    199.3525292    371.7203515
    1862.000    -891.0903938    678.3083233    199.3527382    371.9197042
    1863.000    -891.7687557    678.4153584    199.3529469    372.1190570
    1864.000    -892.4472245    678.5223362    199.3531553    372.3184101
    1865.000    -893.1258003    678.6292567    199.3533633    372.5177633
    1866.000    -893.8044830    678.7361199    199.3535709    372.7171168
    1867.000    -894.4832726    678.8429261    199.3537783    372.9164705
    1868.000    -895.1621689    678.9496752    199.3539853    373.1158243
    1869.000    -895.8411719    679.0563672    199.3541919    373.3151784
    1870.000    -896.5202816    679.1630023    199.3543983    373.5145327
    1871.000    -897.1994979    679.2695805    199.3546043    373.7138872
    1872.000    -897.8788207    679.3761018    199.3548100    373.9132419
    1873.000    -898.5582501    679.4825664    199.3550153    374.1125969
    1874.000    -899.2377858    679.5889743    199.3552203    374.3119520
    1875.000    -899.9174280    679.6953255    199.3554250    374.5113073
    1876.000    -900.5971765    679.8016201    199.3556294    374.7106628
    1877.000    -901.2770312    679.9078582    199.3558335    374.9100186
    1878.000    -901.9569922    680.0140397    199.3560372    375.1093745
    1879.000    -902.6370593    680.1201649    199.3562406    375.3087306
    1880.000    -903.3172325    680.2262337    199.3564436    375.5080870
    1881.000    -903.9975117    680.3322463    199.3566464    375.7074435
    1882.000    -904.6778969    680.4382026    199.3568488    375.9068003
    1883.000    -905.3583881    680.5441027    199.3570509    376.1061572
    1884.000    -906.0389851    680.6499467    199.3572527    376.3055144
    1885.000    -906.7196880    680.7557346    199.3574541    376.5048717
    1886.000    -907.4004966    680.8614665    199.3576553    376.7042293
    1887.000    -908.0814109    680.9671425    199.3578561    376.9035870
    1888.000    -908.7624308    681.0727626    199.3580566    377.1029450
    1889.000    -909.4435564    681.1783269    199.3582568    377.3023031
    1890.000    -910.1247875    681.2838354    199.3584566    377.5016615
    1891.000    -910.8061240    681.3892883    199.3586562    377.7010201
    1892.000    -911.4875660    681.4946854    199.3588554    377.9003788
    1893.000    -912.1691134    681.6000270    199.3590543    378.0997378
    1894.000    -912.8507661    681.7053131    199.3592529    378.2990969
    1895.000    -913.5325240    681.8105437    199.3594512    378.4984563
    1896.000    -914.2143871    681.9157189    199.3596492    378.6978158
    1897.000    -914.8963554    682.0208387    199.3598469    378.8971756
    1898.000    -915.5784288    682.1259032    199.3600442    379.0965355
    1899.000    -916.2606072    682.2309125    199.3602413    379.2958957
    1900.000    -916.9428906    682.3358666    199.3604380    379.4952560
    1901.000    -917.6252789    682.4407656    199.3606344    379.6946165
    1902.000    -918.3077721    682.5456096    199.3608305    379.8939773
    1903.000    -918.9903701    682.6503985    199.3610263    380.0933382
    1904.000    -919.6730729    682.7551325    199.3612218    380.2926993
    1905.000    -920.3558804    682.8598116    199.3614170    380.4920606
    1906.000    -921.0387925    682.9644358    199.3616119    380.6914222
    1907.000    -921.7218092    683.0690053    199.3618064    380.8907839
    1908.000    -922.4049305    683.1735201    199.3620007    381.0901458
    1909.000    -923.0881563    683.2779802    199.3621947    381.2895079
    1910.000    -923.7714864    683.3823857    199.3623883    381.4888702
    1911.000    -924.4549210    683.4867366    199.3625817    381.6882326
    1912.000    -925.1384599    683.5910331    199.3627747    381.8875953
    1913.000    -925.8221031    683.6952751    199.3629675    382.0869582
    1914.000    -926.5058504    683.7994627    199.3631599    382.2863213
    1915.000    -927.1897020    683.9035961    199.3633521    382.4856845
    1916.000    -927.8736576    684.0076751    199.3635439    382.6850480
    1917.000    -928.5577173    684.1117000    199.3637355    382.8844116
    1918.000    -929.2418810    684.2156707    199.3639267    383.0837754
    1919.000    -929.9261486    684.3195873    199.3641176    383.2831394
    1920.000    -930.6105201    684.4234499    199.3643083    383.4825037
    1921.000    -931.2949955    684.5272585    199.3644986    383.6818681
    1922.000    -931.9795746    684.6310132    199.3646887    383.8812327
    1923.000    -932.6642575    684.7347140    199.3648785    384.0805974
    1924.000    -933.3490440    684.8383609    199.3650679    384.2799624
    1925.000    -934.0339342    684.9419542    199.3652571    384.4793276
    1926.000    -934.7189279    685.0454937    199.3654460    384.6786929
    1927.000    -935.4040252    685.1489796    199.3656346    384.8780585
    1928.000    -936.0892259    685.2524119    199.3658228    385.0774242
    1929.000    -936.7745300    685.3557906    199.3660108    385.2767901
    1930.000    -937.4599374    685.4591159    199.3661985    385.4761562
    1931.000    -938.1454482    685.5623877    199.3663860    385.6755225
    1932.000    -938.8310622    685.6656062    199.3665731    385.8748890
    1933.000    -939.5167794    685.7687714    199.3667599    386.0742557
    1934.000    -940.2025997    685.8718833    199.3669464    386.2736225
    1935.000    -940.8885231    685.9749420    199.3671327    386.4729896
    1936.000    -941.5745496    686.0779475    199.3673187    386.6723568
    1937.000    -942.2606790    686.1809000    199.3675043    386.8717242
    1938.000    -942.9469114    686.2837994    199.3676897    387.0710918
    1939.000    -943.6332466    686.3866458    199.3678748    387.2704596
    1940.000    -944.3196846    686.4894393    199.3680597    387.4698275
    1941.000    -945.0062255    686.5921799    199.3682442    387.6691957
    1942.000    -945.6928690    686.6948677    199.3684284    387.8685640
    1943.000    -946.3796152    686.7975027    199.3686124    388.0679325
    1944.000    -947.0664640    686.9000850    199.3687961    388.2673012
    1945.000    -947.7534153    687.0026146    199.3689795    388.4666701
    1946.000    -948.4404692    687.1050917    199.3691626    388.6660392
    1947.000    -949.1276255    687.2075162    199.3693454    388.8654085
    1948.000    -949.8148842    687.3098881    199.3695280    389.0647779
    1949.000    -950.5022453    687.4122077    199.3697103    389.2641475
    1950.000    -951.1897086    687.5144748    199.3698922    389.4635173
    1951.000    -951.8772742    687.6166896    199.3700740    389.6628873
    1952.000    -952.5649420    687.7188522    199.3702554    389.8622575
    1953.000    -953.2527119    687.8209625    199.3704365    390.0616278
    1954.000    -953.9405839    687.9230206    199.3706174    390.2609983
    1955.000    -954.6285579    688.0250266    199.3707980    390.4603690
    1956.000    -955.3166339    688.1269805    199.3709783    390.6597399
    1957.000    -956.0048118    688.2288824    199.3711584    390.8591110
    1958.000    -956.6930917    688.3307323    199.3713382    391.0584823
    1959.000    -957.3814733    688.4325304    199.3715177    391.2578537
    1960.000    -958.0699567    688.5342765    199.3716969    391.4572253
    1961.000    -958.7585418    688.6359709    199.3718758    391.6565971
    1962.000    -959.4472286    688.7376135    199.3720545    391.8559690
    1963.000    -960.1360170    688.8392044    199.3722329    392.0553412
    1964.000    -960.8249070    688.9407436    199.3724110    392.2547135
    1965.000    -961.5138985    689.0422313    199.3725889    392.4540860
    1966.000    -962.2029915    689.1436674    199.3727665    392.6534587
    1967.000    -962.8921858    689.2450520    199.3729438    392.8528315
    1968.000    -963.5814815    689.3463852    199.3731209    393.0522046
    1969.000    -964.2708786    689.4476670    199.3732976    393.2515778
    1970.000    -964.9603769    689.5488975    199.3734741    393.4509512
    1971.000    -965.6499764    689.6500767    199.3736504    393.6503247
    1972.000    -966.3396770    689.7512046    199.3738264    393.8496985
    1973.000    -967.0294787    689.8522814    199.3740021    394.0490724
    1974.000    -967.7193815    689.9533070    199.3741775    394.2484465
    1975.000    -968.4093853    690.0542816    199.3743527    394.4478207
    1976.000    -969.0994901    690.1552051    199.3745276    394.6471952
    1977.000    -969.7896957    690.2560777    199.3747022    394.8465698
    1978.000    -970.4800022    690.3568993    199.3748766    395.0459446
    1979.000    -971.1704095    690.4576701    199.3750507    395.2453195
    1980.000    -971.8609176    690.5583900    199.3752246    395.4446947
    1981.000    -972.5515263    690.6590592    199.3753982    395.6440700
    1982.000    -973.2422357    690.7596777    199.3755715    395.8434455
    1983.000    -973.9330456    690.8602455    199.3757445    396.0428211
    1984.000    -974.6239561    690.9607626    199.3759173    396.2421970
    1985.000    -975.3149671    691.0612293    199.3760899    396.4415730
    1986.000    -976.0060786    691.1616454    199.3762622    396.6409491
    1987.000    -976.6972904    691.2620110    199.3764342    396.8403255
    1988.000    -977.3886026    691.3623263    199.3766060    397.0397020
    1989.000    -978.0800150    691.4625911    199.3767775    397.2390787
    1990.000    -978.7715277    691.5628057    199.3769487    397.4384556
    1991.000    -979.4631406    691.6629700    199.3771197    397.6378326
    1992.000    -980.1548537    691.7630841    199.3772904    397.8372098
    1993.000    -980.8466668    691.8631480    199.3774609    398.0365872
    1994.000    -981.5385799    691.9631618    199.3776311    398.2359647
    1995.000    -982.2305931    692.0631256    199.3778011    398.4353424
    1996.000    -982.9227062    692.1630393    199.3779708    398.6347203
    1997.000    -983.6149192    692.2629031    199.3781402    398.8340984
    1998.000    -984.3072320    692.3627170    199.3783094    399.0334766
    1999.000    -984.9996446    692.4624810    199.3784784    399.2328550
    2000.000    -985.6921569    692.5621952    199.3786471    399.4322336
